,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name,id
4394,566385 (2017 UU18),17:48:37.46,-30:05:11.4,-897.,-4.E3,4379.,22.1,42.24,-9.649,267.1560833333333,-30.086499999999997,22.1,566385,2017 UU18
4395,577354 (2013 CZ178),17:48:29.81,-28:48:27.4,-997.,317.,1047.,23.2,52.48,-6.609,267.1242083333333,-28.80761111111111,23.2,577354,2013 CZ178
4396,602728 (2014 PA23),17:48:56.28,-27:13:15.5,-650.,6.E3,6064.,23.6,57.6,-3.568,267.23449999999997,-27.22097222222222,23.6,602728,2014 PA23
4397,665942 (2009 VV25),17:48:21.74,-27:35:28.3,-1.E3,5.E3,4825.,22.8,59.2,-23.25,267.0905833333333,-27.591194444444444,22.8,665942,2009 VV25
4398,741118 (2005 OG33),17:48:32.81,-29:04:59.2,-958.,-675.,1171.,23.1,60.83,-3.975,267.13670833333333,-29.083111111111112,23.1,741118,2005 OG33
4399,(2003 SU19),17:48:49.48,-28:59:18.0,-739.,-334.,810.7,22.8,72.3,-8.39,267.20616666666666,-28.988333333333333,22.8,,2003 SU19
4400,(2005 RW59),17:48:56.34,-30:35:05.5,-649.,-6.E3,6115.,22.5,61.18,-10.7,267.23475,-30.58486111111111,22.5,,2005 RW59
4401,(2006 WX228),17:48:33.16,-28:17:24.5,-953.,2.E3,2380.,23.3,50.78,-7.469,267.1381666666666,-28.29013888888889,23.3,,2006 WX228
4402,(2007 TF456),17:48:35.45,-27:20:36.3,-923.,6.E3,5665.,23.8,30.16,-8.177,267.14770833333336,-27.343416666666666,23.8,,2007 TF456
4403,(2011 QB44),17:48:13.05,-29:28:41.8,-1.E3,-2.E3,2424.,22.2,38.59,-0.9468,267.054375,-29.478277777777777,22.2,,2011 QB44
4404,(2011 SN122),17:48:39.07,-27:12:02.1,-876.,6.E3,6166.,24.6,35.34,-5.775,267.16279166666664,-27.200583333333334,24.6,,2011 SN122
4405,(2011 UF298),17:48:39.97,-30:24:54.0,-864.,-5.E3,5537.,24.0,32.75,-11.82,267.16654166666666,-30.415,24.0,,2011 UF298
4406,(2011 YU94),17:48:25.96,-30:24:28.1,-1.E3,-5.E3,5542.,24.0,48.22,-8.13,267.10816666666665,-30.407805555555555,24.0,,2011 YU94
4407,(2013 CR257),17:48:32.46,-27:28:03.6,-963.,5.E3,5231.,23.3,64.7,-0.1033,267.13525,-27.467666666666666,23.3,,2013 CR257
4408,(2013 NJ57),17:49:03.93,-27:29:03.4,-549.,5.E3,5111.,23.6,66.99,-8.071,267.266375,-27.48427777777778,23.6,,2013 NJ57
4409,(2014 QK195),17:48:50.78,-28:46:45.0,-722.,419.,835.3,24.2,45.0,-2.221,267.2115833333333,-28.779166666666665,24.2,,2014 QK195
4410,(2014 SF107),17:48:24.29,-29:35:05.9,-1.E3,-2.E3,2701.,24.9,44.24,-8.506,267.1012083333333,-29.58497222222222,24.9,,2014 SF107
4411,(2015 DJ66),17:48:15.96,-27:58:32.2,-1.E3,3.E3,3517.,24.3,31.64,-4.784,267.0665,-27.97561111111111,24.3,,2015 DJ66
4412,(2015 HZ351),17:48:37.24,-27:26:57.0,-900.,5.E3,5286.,24.5,30.08,-3.003,267.1551666666667,-27.449166666666667,24.5,,2015 HZ351
4413,(2015 KO402),17:48:21.28,-29:44:09.0,-1.E3,-3.E3,3220.,24.0,30.85,-10.72,267.08866666666665,-29.735833333333336,24.0,,2015 KO402
4414,(2015 MK62),17:48:44.43,-27:00:16.5,-805.,7.E3,6856.,23.6,50.91,-1.027,267.18512499999997,-27.004583333333333,23.6,,2015 MK62
4415,(2016 CB196),17:48:18.01,-27:03:16.8,-1.E3,7.E3,6729.,24.3,47.26,-3.649,267.07504166666666,-27.054666666666666,24.3,,2016 CB196
4416,(2016 CJ328),17:48:37.70,-28:17:22.2,-894.,2.E3,2359.,23.8,54.41,-7.821,267.15708333333333,-28.2895,23.8,,2016 CJ328
4417,(2016 CV365),17:48:13.75,-27:41:16.7,-1.E3,4.E3,4514.,24.1,50.04,-5.328,267.0572916666667,-27.68797222222222,24.1,,2016 CV365
4418,(2016 GH249),17:49:03.64,-26:58:54.1,-553.,7.E3,6913.,23.8,58.38,-9.969,267.26516666666663,-26.981694444444443,23.8,,2016 GH249
4419,(2016 YV24),17:48:33.15,-28:34:12.7,-954.,1.E3,1511.,23.1,42.5,1.823,267.138125,-28.570194444444443,23.1,,2016 YV24
4420,(2017 MY6),17:48:13.26,-29:55:28.7,-1.E3,-4.E3,3897.,25.2,97.84,-3.255,267.05525,-29.92463888888889,25.2,,2017 MY6
4421,(2017 NF30),17:48:43.03,-30:41:53.4,-824.,-6.E3,6540.,24.0,60.98,-6.516,267.17929166666664,-30.698166666666665,24.0,,2017 NF30
4422,(2017 RT91),17:48:36.13,-30:04:25.5,-914.,-4.E3,4338.,22.5,44.24,-9.662,267.1505416666667,-30.07375,22.5,,2017 RT91
4423,(2017 SL140),17:48:15.71,-28:17:57.1,-1.E3,2.E3,2453.,23.2,40.51,-12.46,267.0654583333333,-28.299194444444446,23.2,,2017 SL140
4424,(2017 SA240),17:48:18.40,-30:46:05.3,-1.E3,-7.E3,6836.,23.6,34.66,-9.889,267.07666666666665,-30.76813888888889,23.6,,2017 SA240
4425,(2017 VQ64),17:50:49.62,-26:59:37.3,839.,7.E3,6899.,23.5,35.29,-11.59,267.70674999999994,-26.993694444444447,23.5,,2017 VQ64
4426,(2018 FT44),17:48:34.38,-27:53:19.0,-937.,4.E3,3746.,23.2,52.55,-5.488,267.14324999999997,-27.88861111111111,23.2,,2018 FT44
4427,(2019 LL2),17:48:54.13,-27:53:42.1,-678.,4.E3,3666.,24.2,59.73,-25.39,267.22554166666663,-27.895027777777777,24.2,,2019 LL2
4428,(2019 PD46),17:48:25.54,-30:08:18.7,-1.E3,-4.E3,4595.,24.3,34.75,-1.421,267.10641666666663,-30.138527777777778,24.3,,2019 PD46
4429,(2019 SG195),17:48:24.29,-27:12:37.8,-1.E3,6.E3,6162.,24.0,46.52,-4.089,267.1012083333333,-27.2105,24.0,,2019 SG195
4430,(2019 UG56),17:48:41.60,-28:49:42.0,-843.,242.,876.9,23.6,42.03,-6.728,267.17333333333335,-28.828333333333333,23.6,,2019 UG56
4431,(2019 UF151),17:48:24.65,-29:17:49.2,-1.E3,-1.E3,1794.,24.4,38.49,-4.651,267.10270833333334,-29.297,24.4,,2019 UF151
4432,(2019 UL151),17:48:35.60,-29:41:19.4,-921.,-3.E3,2999.,24.0,41.1,-4.72,267.1483333333333,-29.68872222222222,24.0,,2019 UL151
4433,(2019 US175),17:48:31.71,-27:27:56.7,-972.,5.E3,5240.,27.8,44.52,-4.772,267.132125,-27.46575,27.8,,2019 US175
4434,(2020 DA18),17:48:28.63,-30:02:55.9,-1.E3,-4.E3,4272.,23.9,59.16,-9.954,267.11929166666664,-30.048861111111112,23.9,,2020 DA18
4435,(2020 HC152),17:48:41.98,-28:37:55.0,-838.,949.,1267.,23.3,75.78,-8.497,267.1749166666666,-28.631944444444446,23.3,,2020 HC152
4436,(2021 RM205),17:48:42.05,-27:24:21.7,-837.,5.E3,5428.,25.1,46.42,-5.717,267.17520833333333,-27.406027777777776,25.1,,2021 RM205
4437,(2021 UR114),17:48:39.21,-28:36:29.1,-874.,1.E3,1356.,25.8,39.11,-4.059,267.163375,-28.608083333333333,25.8,,2021 UR114
4438,(2023 BS1),17:49:57.45,-28:50:17.9,153.,206.,257.1,23.4,119.0,8.545,267.489375,-28.838305555555554,23.4,,2023 BS1
4439,(2023 FL2),17:48:30.73,-27:27:32.1,-985.,5.E3,5266.,27.5,152.3,-55.38,267.12804166666666,-27.458916666666667,27.5,,2023 FL2
4440,(2023 KJ5),17:48:31.13,-30:32:59.0,-980.,-6.E3,6034.,22.3,58.15,9.59,267.1297083333333,-30.549722222222226,22.3,,2023 KJ5
4441,(2023 TX171),17:48:30.33,-29:44:15.7,-991.,-3.E3,3188.,23.6,34.13,-2.922,267.12637499999994,-29.737694444444447,23.6,,2023 TX171
4442,(2023 UE9),17:48:17.55,-28:21:24.2,-1.E3,2.E3,2261.,23.9,39.4,-1.421,267.07312499999995,-28.356722222222224,23.9,,2023 UE9
4443,(2023 UE46),17:48:23.99,-29:36:23.2,-1.E3,-3.E3,2774.,23.4,29.42,-14.66,267.0999583333333,-29.606444444444445,23.4,,2023 UE46
4444,(2024 PM7),17:48:21.66,-30:15:00.6,-1.E3,-5.E3,4998.,24.1,52.82,-8.239,267.09024999999997,-30.250166666666665,24.1,,2024 PM7
4445,(2024 RG156),17:48:21.77,-28:10:20.5,-1.E3,3.E3,2829.,24.8,45.42,-7.739,267.0907083333333,-28.172361111111112,24.8,,2024 RG156
4446,9214 (1995 UC6),17:49:19.56,-29:57:11.1,-344.,-4.E3,3822.,18.0,74.77,-6.69,267.33149999999995,-29.953083333333332,18.0,9214,1995 UC6
4447,16390 (1981 EG39),17:48:38.72,-28:14:21.3,-880.,2.E3,2523.,20.2,38.3,-4.862,267.1613333333333,-28.239250000000002,20.2,16390,1981 EG39
4448,17245 Yixie (2000 GS42),17:48:55.51,-28:00:56.2,-660.,3.E3,3237.,19.0,56.33,-7.767,267.2312916666666,-28.01561111111111,19.0,17245 Yixie,2000 GS42
4449,29034 (2149 T-1),17:48:23.69,-29:58:43.9,-1.E3,-4.E3,4044.,19.6,31.96,-6.336,267.0987083333333,-29.978861111111108,19.6,29034,2149 T-1
4450,44661 (1999 RX169),17:48:45.86,-28:56:17.4,-787.,-153.,801.3,19.3,74.92,-8.2,267.1910833333333,-28.938166666666667,19.3,44661,1999 RX169
4451,54553 (2000 QE103),17:48:46.26,-27:40:23.4,-781.,4.E3,4470.,20.3,41.69,-8.836,267.19275,-27.673166666666667,20.3,54553,2000 QE103
4452,57278 (2001 QZ140),17:48:14.19,-28:56:35.0,-1.E3,-171.,1214.,20.3,55.76,-3.491,267.059125,-28.943055555555556,20.3,57278,2001 QZ140
4453,81233 (2000 FX26),17:48:19.60,-28:02:25.8,-1.E3,3.E3,3281.,19.9,41.85,-7.849,267.08166666666665,-28.0405,19.9,81233,2000 FX26
4454,89736 (2002 AC1),17:48:53.05,-28:59:41.1,-692.,-357.,778.5,20.5,51.22,-8.118,267.2210416666667,-28.99475,20.5,89736,2002 AC1
4455,94938 (2001 YE78),17:48:55.99,-27:12:23.4,-654.,6.E3,6116.,20.5,61.32,-3.286,267.2332916666667,-27.2065,20.5,94938,2001 YE78
4456,101517 (1998 XT42),17:48:44.55,-28:20:56.0,-804.,2.E3,2127.,21.2,41.48,-7.399,267.18562499999996,-28.348888888888887,21.2,101517,1998 XT42
4457,110010 (2001 SB67),17:48:28.42,-28:42:21.8,-1.E3,682.,1224.,21.0,38.12,-10.62,267.1184166666667,-28.706055555555555,21.0,110010,2001 SB67
4458,117400 (2005 AA8),17:48:47.46,-28:50:50.2,-766.,174.,785.3,21.5,47.77,-5.92,267.19775,-28.847277777777776,21.5,117400,2005 AA8
4459,119283 (2001 RV100),17:48:14.42,-27:29:17.8,-1.E3,5.E3,5208.,21.3,72.49,-8.648,267.0600833333333,-27.48827777777778,21.3,119283,2001 RV100
4460,136157 (2003 TQ39),17:48:43.91,-28:48:20.4,-812.,324.,874.7,21.2,70.56,-6.289,267.1829583333333,-28.805666666666667,21.2,136157,2003 TQ39
4461,142194 (2002 RF53),17:48:50.14,-27:52:40.2,-730.,4.E3,3737.,21.6,43.78,-5.788,267.20891666666665,-27.877833333333335,21.6,142194,2002 RF53
4462,172281 (2002 TD133),17:48:27.09,-29:41:55.2,-1.E3,-3.E3,3069.,20.5,61.59,-6.877,267.112875,-29.698666666666668,20.5,172281,2002 TD133
4463,177676 (2005 EG130),17:48:33.33,-28:31:02.9,-951.,1.E3,1662.,21.8,54.22,-3.894,267.1388749999999,-28.51747222222222,21.8,177676,2005 EG130
4464,195244 (2002 EP34),17:48:26.24,-28:04:39.3,-1.E3,3.E3,3126.,20.9,62.28,-12.41,267.1093333333333,-28.077583333333333,20.9,195244,2002 EP34
4465,206378 (2003 RB),17:48:25.51,-30:10:54.9,-1.E3,-5.E3,4748.,22.9,74.88,-7.312,267.10629166666666,-30.18191666666667,22.9,206378,2003 RB
4466,218207 (2002 TA219),17:49:09.14,-29:14:46.9,-481.,-1.E3,1351.,21.6,65.52,-5.175,267.2880833333333,-29.246361111111113,21.6,218207,2002 TA219
4467,236702 (2007 EG48),17:49:05.94,-28:22:26.2,-523.,2.E3,1950.,21.6,73.99,-13.46,267.27475,-28.373944444444444,21.6,236702,2007 EG48
4468,239936 (2000 YQ58),17:48:44.39,-28:27:30.3,-806.,2.E3,1769.,21.0,51.8,-0.9736,267.18495833333327,-28.458416666666665,21.0,239936,2000 YQ58
4469,253159 (2002 VJ121),17:48:12.50,-29:44:36.6,-1.E3,-3.E3,3287.,21.2,37.32,-1.909,267.0520833333333,-29.7435,21.2,253159,2002 VJ121
4470,254772 (2005 QW37),17:48:12.73,-26:58:31.0,-1.E3,7.E3,7022.,22.1,41.6,-3.509,267.0530416666666,-26.975277777777777,22.1,254772,2005 QW37
4471,254879 (2005 SC25),17:49:38.04,-26:58:14.0,-101.,7.E3,6931.,22.3,32.35,-7.049,267.40849999999995,-26.970555555555553,22.3,254879,2005 SC25
4472,255790 (2006 SQ),17:48:13.71,-28:14:28.7,-1.E3,2.E3,2649.,21.5,53.87,-2.603,267.057125,-28.241305555555556,21.5,255790,2006 SQ
4473,269141 (2007 UT60),17:48:13.52,-27:34:08.3,-1.E3,5.E3,4929.,22.0,34.02,-10.99,267.0563333333333,-27.56897222222222,22.0,269141,2007 UT60
4474,284647 (2007 WG27),17:48:35.30,-27:12:26.0,-925.,6.E3,6149.,21.2,38.07,0.03684,267.1470833333333,-27.20722222222222,21.2,284647,2007 WG27
4475,292553 (2006 TJ64),17:48:51.01,-29:58:37.7,-719.,-4.E3,3959.,22.4,46.6,-5.341,267.21254166666665,-29.977138888888888,22.4,292553,2006 TJ64
4476,299453 (2006 BS55),17:48:29.28,-29:30:21.7,-1.E3,-2.E3,2415.,22.8,48.03,-4.985,267.12199999999996,-29.506027777777778,22.8,299453,2006 BS55
4477,300542 (2007 TQ257),17:48:18.40,-27:28:16.4,-1.E3,5.E3,5256.,22.7,49.8,-9.06,267.07666666666665,-27.47122222222222,22.7,300542,2007 TQ257
4478,303091 (2004 BQ23),17:48:37.42,-29:52:16.2,-897.,-4.E3,3624.,21.3,45.1,-1.091,267.15591666666666,-29.871166666666667,21.3,303091,2004 BQ23
4479,341390 (2007 TY130),17:48:15.29,-30:19:45.9,-1.E3,-5.E3,5295.,22.0,32.76,-7.796,267.0637083333333,-30.329416666666667,22.0,341390,2007 TY130
4480,344266 (2001 SA343),17:48:48.10,-30:48:46.7,-757.,-7.E3,6943.,21.9,45.48,-0.2974,267.2004166666666,-30.81297222222222,21.9,344266,2001 SA343
4481,351102 (2003 UW267),17:48:35.69,-29:29:18.8,-920.,-2.E3,2323.,22.8,33.57,-11.4,267.14870833333333,-29.488555555555557,22.8,351102,2003 UW267
4482,358616 (2007 VV96),17:48:13.20,-30:02:40.5,-1.E3,-4.E3,4309.,23.1,40.39,-9.84,267.055,-30.044583333333335,23.1,358616,2007 VV96
4483,366703 (2003 WP85),17:48:43.95,-27:07:24.1,-812.,6.E3,6432.,23.2,39.85,-5.78,267.18312499999996,-27.123361111111112,23.2,366703,2003 WP85
4484,381712 (2009 QE4),17:49:05.33,-28:18:03.0,-531.,2.E3,2206.,22.1,60.05,-3.753,267.2722083333333,-28.300833333333333,22.1,381712,2009 QE4
4485,416781 (2005 GH12),17:48:38.25,-29:20:58.8,-887.,-2.E3,1859.,22.5,34.19,-10.17,267.159375,-29.349666666666664,22.5,416781,2005 GH12
4486,424386 (2007 WU61),17:48:12.35,-28:06:56.0,-1.E3,3.E3,3066.,22.7,52.41,-3.391,267.05145833333336,-28.115555555555556,22.7,424386,2007 WU61
4487,429896 (2012 TU87),17:48:27.89,-29:25:44.9,-1.E3,-2.E3,2175.,22.1,44.53,-8.789,267.1162083333333,-29.42913888888889,22.1,429896,2012 TU87
4488,431635 (2007 XF19),17:48:18.92,-27:47:59.2,-1.E3,4.E3,4108.,22.8,28.27,-6.735,267.07883333333336,-27.79977777777778,22.8,431635,2007 XF19
4489,480998 (2004 DE46),17:48:35.65,-29:05:52.2,-921.,-728.,1173.,22.2,46.8,-2.724,267.14854166666663,-29.097833333333334,22.2,480998,2004 DE46
4490,514642 (2005 GD40),17:48:43.11,-29:13:19.8,-823.,-1.E3,1434.,22.1,60.78,-13.88,267.179625,-29.222166666666666,22.1,514642,2005 GD40
4491,518713 (2009 CV65),17:48:49.00,-27:37:44.5,-745.,5.E3,4621.,22.4,44.7,-3.153,267.20416666666665,-27.62902777777778,22.4,518713,2009 CV65
4492,518720 (2009 DG60),17:48:57.54,-27:45:19.8,-633.,4.E3,4154.,22.0,56.37,-9.369,267.23975,-27.7555,22.0,518720,2009 DG60
4493,536064 (2015 BV538),17:48:13.40,-27:03:18.5,-1.E3,7.E3,6738.,21.8,41.0,0.627,267.05583333333334,-27.05513888888889,21.8,536064,2015 BV538
4494,536334 (2015 DX17),17:48:28.74,-30:08:08.8,-1.E3,-4.E3,4576.,22.8,35.4,-7.326,267.11974999999995,-30.135777777777776,22.8,536334,2015 DX17
4495,538337 (2016 CY294),17:48:48.81,-29:16:13.4,-748.,-1.E3,1542.,22.8,48.98,-3.874,267.20337499999994,-29.27038888888889,22.8,538337,2016 CY294
4496,570488 (2006 SF172),17:48:22.66,-27:34:55.6,-1.E3,5.E3,4854.,23.8,56.62,-6.923,267.0944166666667,-27.58211111111111,23.8,570488,2006 SF172
4497,571857 (2007 WZ70),17:48:41.28,-27:37:10.5,-847.,5.E3,4672.,22.9,34.61,-3.945,267.17199999999997,-27.619583333333335,22.9,571857,2007 WZ70
4498,575326 (2011 RK17),17:48:41.58,-28:53:49.3,-843.,-5.05,842.8,22.4,34.55,-3.741,267.17325,-28.897027777777776,22.4,575326,2011 RK17
4499,595705 (2003 UK69),17:48:29.02,-29:07:07.7,-1.E3,-803.,1288.,23.1,47.44,-9.816,267.12091666666663,-29.118805555555557,23.1,595705,2003 UK69
4500,608954 (2004 PE114),17:48:53.45,-27:02:00.9,-687.,7.E3,6739.,22.9,67.73,-1.128,267.22270833333334,-27.033583333333336,22.9,608954,2004 PE114
4501,615145 (2002 PP70),17:48:48.84,-28:48:21.8,-747.,322.,814.3,22.5,45.87,-1.082,267.20349999999996,-28.806055555555556,22.5,615145,2002 PP70
4502,655007 (2015 FB259),17:48:17.00,-28:06:19.3,-1.E3,3.E3,3076.,22.4,44.39,-9.201,267.0708333333333,-28.10536111111111,22.4,655007,2015 FB259
4503,656740 (2016 CN412),17:48:15.96,-27:10:50.7,-1.E3,6.E3,6287.,22.3,51.36,5.38,267.0665,-27.18075,22.3,656740,2016 CN412
4504,680668 (2003 BQ101),17:48:35.17,-28:27:47.3,-927.,2.E3,1813.,23.0,52.27,-5.163,267.1465416666666,-28.46313888888889,23.0,680668,2003 BQ101
4505,718587 (2017 NH4),17:48:20.86,-29:16:23.5,-1.E3,-1.E3,1757.,22.5,65.74,-5.09,267.08691666666664,-29.273194444444442,22.5,718587,2017 NH4
4506,755681 (2017 KF8),17:48:27.18,-30:32:37.4,-1.E3,-6.E3,6021.,22.9,34.21,-15.44,267.11324999999994,-30.543722222222225,22.9,755681,2017 KF8
4507,(2005 QW206),17:48:49.52,-30:12:05.6,-739.,-5.E3,4758.,24.2,50.84,-6.334,267.2063333333333,-30.201555555555554,24.2,,2005 QW206
4508,(2009 FK13),17:48:48.43,-27:03:07.9,-753.,7.E3,6680.,23.0,50.68,-5.698,267.2017916666667,-27.052194444444446,23.0,,2009 FK13
4509,(2009 FJ53),17:48:39.60,-27:03:26.6,-869.,7.E3,6675.,23.1,37.19,-7.713,267.16499999999996,-27.05738888888889,23.1,,2009 FJ53
4510,(2010 MH148),17:48:22.83,-28:02:05.9,-1.E3,3.E3,3286.,23.3,70.57,-10.77,267.095125,-28.034972222222223,23.3,,2010 MH148
4511,(2010 UU52),17:48:36.47,-28:19:09.2,-910.,2.E3,2267.,23.6,39.75,-5.55,267.1519583333333,-28.319222222222223,23.6,,2010 UU52
4512,(2010 WX),17:48:23.55,-27:57:50.5,-1.E3,3.E3,3525.,23.1,41.51,-11.63,267.098125,-27.964027777777776,23.1,,2010 WX
4513,(2011 SX16),17:48:46.98,-28:53:35.6,-772.,8.65,772.0,23.1,40.62,-1.872,267.19575,-28.89322222222222,23.1,,2011 SX16
4514,(2012 GD6),17:48:32.30,-30:19:52.4,-965.,-5.E3,5256.,23.0,42.3,-9.118,267.1345833333333,-30.331222222222223,23.0,,2012 GD6
4515,(2012 GQ53),17:49:03.55,-27:05:57.2,-554.,6.E3,6491.,23.0,62.81,-11.35,267.2647916666666,-27.09922222222222,23.0,,2012 GQ53
4516,(2013 RT131),17:48:34.15,-28:27:52.7,-940.,2.E3,1815.,23.4,38.67,-5.997,267.14229166666667,-28.46463888888889,23.4,,2013 RT131
4517,(2013 UZ41),17:49:16.76,-26:58:04.7,-381.,7.E3,6950.,23.4,33.33,-7.851,267.3198333333333,-26.96797222222222,23.4,,2013 UZ41
4518,(2014 QV613),17:48:46.39,-27:03:18.8,-780.,7.E3,6672.,24.4,65.13,-4.107,267.19329166666665,-27.055222222222223,24.4,,2014 QV613
4519,(2014 WF450),17:48:25.48,-28:05:32.1,-1.E3,3.E3,3080.,23.4,43.22,-2.992,267.10616666666664,-28.09225,23.4,,2014 WF450
4520,(2015 AN19),17:48:18.83,-27:17:48.7,-1.E3,6.E3,5869.,23.0,44.05,1.428,267.07845833333334,-27.296861111111113,23.0,,2015 AN19
4521,(2015 AH162),17:48:40.49,-27:07:05.6,-857.,6.E3,6457.,25.3,37.43,-2.686,267.1687083333333,-27.118222222222222,25.3,,2015 AH162
4522,(2015 FJ255),17:48:21.73,-28:55:02.2,-1.E3,-78.0,1106.,23.7,41.64,-8.127,267.09054166666664,-28.91727777777778,23.7,,2015 FJ255
4523,(2016 CA332),17:48:21.69,-27:20:26.1,-1.E3,6.E3,5708.,23.9,33.85,-1.317,267.090375,-27.34058333333333,23.9,,2016 CA332
4524,(2016 CO356),17:48:12.97,-30:06:22.8,-1.E3,-4.E3,4524.,22.7,66.62,-5.801,267.05404166666665,-30.106333333333335,22.7,,2016 CO356
4525,(2016 ND185),17:48:55.73,-28:28:22.5,-657.,2.E3,1658.,23.6,63.52,-3.475,267.2322083333333,-28.472916666666666,23.6,,2016 ND185
4526,(2016 NE198),17:49:07.74,-27:52:33.2,-499.,4.E3,3705.,24.0,63.25,-2.527,267.28225,-27.875888888888888,24.0,,2016 NE198
4527,(2017 KA5),17:49:13.53,-30:24:44.3,-423.,-5.E3,5476.,26.9,106.9,11.38,267.30637499999995,-30.412305555555555,26.9,,2017 KA5
4528,(2017 QZ214),17:48:39.05,-29:37:57.7,-876.,-3.E3,2793.,24.9,53.94,-8.448,267.1627083333333,-29.632694444444446,24.9,,2017 QZ214
4529,(2018 GL39),17:48:51.09,-29:13:08.8,-718.,-1.E3,1367.,24.3,47.41,-13.39,267.21287499999994,-29.219111111111108,24.3,,2018 GL39
4530,(2019 LX33),17:49:07.27,-29:26:27.5,-506.,-2.E3,2027.,23.3,69.13,10.24,267.2802916666666,-29.44097222222222,23.3,,2019 LX33
4531,(2019 OW2),17:48:47.20,-29:45:40.6,-769.,-3.E3,3209.,23.6,274.1,25.08,267.19666666666666,-29.761277777777778,23.6,,2019 OW2
4532,(2019 RP28),17:48:23.55,-27:51:35.0,-1.E3,4.E3,3884.,23.3,42.0,-5.23,267.098125,-27.859722222222224,23.3,,2019 RP28
4533,(2019 SX235),17:48:25.07,-29:17:50.1,-1.E3,-1.E3,1791.,24.2,43.89,-4.623,267.10445833333335,-29.297250000000002,24.2,,2019 SX235
4534,(2019 TN58),17:48:43.81,-28:17:43.5,-814.,2.E3,2310.,23.7,48.87,-8.102,267.1825416666667,-28.295416666666668,23.7,,2019 TN58
4535,(2020 JV8),17:48:12.25,-28:06:36.1,-1.E3,3.E3,3085.,23.4,65.9,-1.766,267.05104166666666,-28.11002777777778,23.4,,2020 JV8
4536,(2020 QE14),17:48:32.66,-27:52:40.9,-960.,4.E3,3788.,24.1,52.05,-3.861,267.1360833333333,-27.878027777777778,24.1,,2020 QE14
4537,(2020 RL11),17:49:08.78,-27:58:52.9,-486.,3.E3,3327.,23.1,68.45,-12.37,267.2865833333333,-27.98136111111111,23.1,,2020 RL11
4538,(2020 TD53),17:48:43.83,-28:44:32.0,-813.,552.,983.6,26.0,56.65,-15.34,267.182625,-28.742222222222225,26.0,,2020 TD53
4539,(2020 TH111),17:48:12.40,-29:34:03.1,-1.E3,-2.E3,2710.,23.8,41.02,0.7327,267.0516666666666,-29.567527777777777,23.8,,2020 TH111
4540,(2021 CM21),17:48:18.28,-29:50:03.7,-1.E3,-3.E3,3568.,23.7,37.83,-5.367,267.07616666666667,-29.83436111111111,23.7,,2021 CM21
4541,(2021 EQ52),17:48:54.56,-27:59:21.8,-672.,3.E3,3332.,23.3,48.35,-7.615,267.2273333333333,-27.98938888888889,23.3,,2021 EQ52
4542,(2021 RQ91),17:48:13.22,-29:33:16.8,-1.E3,-2.E3,2664.,23.8,58.71,-9.231,267.0550833333333,-29.554666666666666,23.8,,2021 RQ91
4543,(2022 QL62),17:48:19.43,-28:05:48.6,-1.E3,3.E3,3093.,23.6,32.76,-0.8,267.0809583333333,-28.096833333333333,23.6,,2022 QL62
4544,(2022 QE74),17:48:31.56,-28:20:44.2,-974.,2.E3,2208.,22.8,52.19,4.308,267.13149999999996,-28.34561111111111,22.8,,2022 QE74
4545,(2023 TG63),17:48:39.50,-28:22:43.8,-870.,2.E3,2055.,22.9,51.66,-0.4628,267.1645833333333,-28.378833333333333,22.9,,2023 TG63
4546,(2024 RY179),17:48:52.05,-28:15:30.4,-705.,2.E3,2400.,24.9,46.08,0.9331,267.21687499999996,-28.258444444444443,24.9,,2024 RY179
4547,(2024 ST52),17:48:23.04,-27:37:04.3,-1.E3,5.E3,4728.,25.6,46.82,-3.473,267.09599999999995,-27.61786111111111,25.6,,2024 ST52
4548,(2024 TF20),17:48:18.62,-27:28:34.8,-1.E3,5.E3,5238.,24.7,46.58,-15.51,267.0775833333333,-27.476333333333333,24.7,,2024 TF20
4549,(2024 UN53),17:48:21.30,-27:29:33.0,-1.E3,5.E3,5173.,24.3,38.78,-2.778,267.08875,-27.4925,24.3,,2024 UN53
4550,1254 Erfordia (1932 JA),17:48:35.42,-27:44:19.4,-924.,4.E3,4267.,16.6,36.65,-1.547,267.14758333333333,-27.738722222222222,16.6,1254 Erfordia,1932 JA
4551,3537 Jurgen (1982 VT),17:48:58.80,-28:40:44.0,-617.,780.,995.0,17.6,52.7,-15.32,267.24499999999995,-28.67888888888889,17.6,3537 Jurgen,1982 VT
4552,20042 Mortillaro (1993 CK1),17:48:32.29,-28:16:38.0,-965.,2.E3,2428.,19.1,51.1,-10.47,267.1345416666667,-28.27722222222222,19.1,20042 Mortillaro,1993 CK1
4553,28200 (1998 XF44),17:48:49.17,-27:38:52.0,-743.,4.E3,4554.,19.4,43.9,-7.277,267.20487499999996,-27.647777777777776,19.4,28200,1998 XF44
4554,51567 (2001 HY1),17:48:30.89,-27:29:29.5,-983.,5.E3,5151.,20.4,47.79,-9.984,267.1287083333333,-27.49152777777778,20.4,51567,2001 HY1
